Wind Dir (°),Wind Speed (ms),Wind Gusts 1h (ms),Wave Height (m),Dominant Wave Period (s),Avg Wave Period (s),Dominant Wave Direction,Pressure,Air Temperature,Water Temperature,Datetime
90.0,6.0,7.0,1.6,8.0,6.2,102.0,1017.0,23.2,24.0,2024-04-30 09:20:00+00:00
90.0,6.0,7.0,1.6,10.0,6.5,93.0,1017.2,23.1,24.0,2024-04-30 08:50:00+00:00
90.0,6.0,8.0,1.6,9.0,6.5,92.0,1017.1,23.1,24.0,2024-04-30 08:20:00+00:00
80.0,6.0,7.0,1.5,8.0,6.3,95.0,1016.9,23.1,24.0,2024-04-30 07:50:00+00:00
90.0,6.0,7.0,1.5,9.0,6.5,88.0,1016.7,23.0,24.1,2024-04-30 07:20:00+00:00
90.0,5.0,7.0,1.5,9.0,6.6,85.0,1016.6,23.3,24.1,2024-04-30 06:50:00+00:00
100.0,4.0,5.0,1.7,9.0,6.8,101.0,1015.8,23.1,24.2,2024-04-30 05:50:00+00:00
100.0,3.0,5.0,1.7,9.0,6.5,95.0,1015.7,23.2,24.2,2024-04-30 05:20:00+00:00
90.0,3.0,4.0,1.8,8.0,6.6,91.0,1015.5,23.2,24.3,2024-04-30 04:50:00+00:00
80.0,4.0,5.0,1.6,8.0,6.5,94.0,1015.4,23.3,24.3,2024-04-30 04:20:00+00:00
20.0,1.0,2.0,1.7,9.0,6.8,98.0,1015.1,23.3,24.3,2024-04-30 03:50:00+00:00
350.0,2.0,3.0,1.7,10.0,6.7,120.0,1015.1,23.0,24.2,2024-04-30 03:20:00+00:00
330.0,3.0,4.0,1.6,10.0,6.9,121.0,1015.1,22.7,24.1,2024-04-30 02:50:00+00:00
340.0,4.0,5.0,1.5,8.0,6.8,99.0,1015.2,23.1,24.1,2024-04-30 02:20:00+00:00
10.0,4.0,5.0,1.7,8.0,6.8,95.0,1015.2,23.2,24.1,2024-04-30 01:50:00+00:00
350.0,4.0,5.0,1.5,10.0,6.5,107.0,1015.2,22.7,24.1,2024-04-30 01:20:00+00:00
360.0,4.0,5.0,1.5,8.0,6.4,77.0,1015.4,22.2,24.0,2024-04-30 00:50:00+00:00
330.0,5.0,7.0,1.6,8.0,6.5,103.0,1015.9,22.4,24.0,2024-04-30 00:20:00+00:00
260.0,2.0,3.0,1.8,9.0,6.8,95.0,1016.3,23.1,24.0,2024-04-29 23:50:00+00:00
160.0,4.0,5.0,1.6,8.0,6.5,83.0,1016.5,24.0,24.0,2024-04-29 22:50:00+00:00
150.0,5.0,6.0,1.8,8.0,6.8,91.0,1016.6,24.1,24.0,2024-04-29 22:20:00+00:00
150.0,5.0,6.0,1.7,8.0,6.5,94.0,1016.8,24.0,23.9,2024-04-29 21:50:00+00:00
150.0,5.0,6.0,1.6,9.0,6.4,105.0,1017.0,24.0,23.9,2024-04-29 21:20:00+00:00
150.0,5.0,6.0,1.6,9.0,6.2,107.0,1017.1,24.0,23.9,2024-04-29 20:50:00+00:00
150.0,5.0,6.0,1.6,8.0,6.3,91.0,1017.0,23.9,23.9,2024-04-29 20:20:00+00:00
150.0,6.0,7.0,1.7,9.0,6.2,92.0,1017.1,23.9,23.9,2024-04-29 19:50:00+00:00
150.0,6.0,7.0,1.7,8.0,6.2,104.0,1017.0,23.8,23.9,2024-04-29 19:20:00+00:00
140.0,6.0,11.0,1.7,8.0,6.1,96.0,1016.7,23.6,23.9,2024-04-29 18:50:00+00:00
150.0,6.0,8.0,1.6,9.0,6.0,63.0,1016.5,23.9,23.8,2024-04-29 18:20:00+00:00
150.0,7.0,8.0,1.7,9.0,6.3,86.0,1016.0,23.8,23.8,2024-04-29 17:50:00+00:00
150.0,7.0,9.0,1.6,8.0,6.2,81.0,1015.6,23.6,23.9,2024-04-29 17:20:00+00:00
140.0,7.0,9.0,1.7,9.0,6.4,97.0,1015.1,23.6,23.9,2024-04-29 16:50:00+00:00
140.0,7.0,8.0,1.8,9.0,6.8,100.0,1015.1,23.5,23.9,2024-04-29 16:20:00+00:00
150.0,6.0,8.0,1.6,9.0,6.6,90.0,1015.3,23.4,23.9,2024-04-29 15:50:00+00:00
140.0,5.0,6.0,1.8,8.0,6.9,106.0,1015.4,23.6,23.9,2024-04-29 15:20:00+00:00
140.0,5.0,6.0,1.7,9.0,7.0,92.0,1015.5,23.5,23.8,2024-04-29 14:50:00+00:00
130.0,5.0,6.0,1.5,10.0,6.7,114.0,1015.4,23.5,23.8,2024-04-29 14:20:00+00:00
130.0,4.0,5.0,1.6,9.0,6.9,71.0,1015.6,23.5,23.8,2024-04-29 13:50:00+00:00
140.0,3.0,4.0,1.6,8.0,6.9,80.0,1016.0,23.5,23.8,2024-04-29 13:20:00+00:00
140.0,4.0,5.0,1.8,8.0,7.1,97.0,1016.4,23.5,23.8,2024-04-29 12:50:00+00:00
140.0,5.0,6.0,1.7,8.0,7.1,90.0,1016.7,23.5,23.8,2024-04-29 12:20:00+00:00
150.0,4.0,5.0,1.6,8.0,6.9,104.0,1017.1,23.6,23.8,2024-04-29 11:50:00+00:00
150.0,3.0,4.0,1.5,9.0,6.7,83.0,1017.8,23.6,23.9,2024-04-29 11:20:00+00:00
150.0,3.0,4.0,1.5,9.0,6.7,79.0,1017.8,23.7,23.9,2024-04-29 10:50:00+00:00
140.0,4.0,6.0,1.6,9.0,6.7,97.0,1017.8,23.7,23.9,2024-04-29 10:20:00+00:00
140.0,4.0,6.0,1.6,9.0,6.8,92.0,1017.8,23.8,23.9,2024-04-29 09:50:00+00:00
140.0,5.0,8.0,1.6,9.0,6.8,84.0,1017.8,23.8,23.9,2024-04-29 09:20:00+00:00
140.0,6.0,7.0,1.7,9.0,7.0,88.0,1017.8,23.8,23.9,2024-04-29 08:50:00+00:00
140.0,5.0,6.0,1.6,9.0,7.0,77.0,1018.1,23.9,24.0,2024-04-29 08:20:00+00:00
140.0,4.0,5.0,1.6,9.0,6.9,78.0,1018.4,23.9,24.0,2024-04-29 07:20:00+00:00
140.0,4.0,5.0,1.6,9.0,6.7,91.0,1018.3,24.0,24.0,2024-04-29 06:50:00+00:00
140.0,3.0,4.0,1.7,9.0,6.7,84.0,1017.9,24.0,24.1,2024-04-29 06:20:00+00:00
140.0,2.0,3.0,1.7,9.0,6.8,79.0,1017.7,24.0,24.1,2024-04-29 05:50:00+00:00
150.0,2.0,3.0,1.6,8.0,6.7,89.0,1017.3,24.1,24.2,2024-04-29 05:20:00+00:00
150.0,2.0,3.0,1.8,8.0,6.7,88.0,1016.9,24.3,24.3,2024-04-29 04:50:00+00:00
160.0,2.0,3.0,1.8,9.0,6.8,88.0,1016.7,24.4,24.3,2024-04-29 04:20:00+00:00
200.0,2.0,3.0,1.8,8.0,6.7,83.0,1016.7,24.6,24.3,2024-04-29 03:50:00+00:00
210.0,2.0,4.0,1.8,8.0,6.8,76.0,1016.6,24.5,24.3,2024-04-29 03:20:00+00:00
170.0,2.0,3.0,1.9,9.0,6.8,88.0,1016.4,24.4,24.3,2024-04-29 02:50:00+00:00
170.0,3.0,4.0,1.8,9.0,7.0,84.0,1016.6,24.2,24.2,2024-04-29 02:20:00+00:00
170.0,4.0,5.0,1.7,9.0,6.7,95.0,1016.5,24.2,24.3,2024-04-29 01:50:00+00:00
170.0,3.0,4.0,1.7,9.0,6.8,115.0,1016.7,24.2,24.3,2024-04-29 01:20:00+00:00
170.0,4.0,5.0,1.6,8.0,6.4,107.0,1016.8,24.1,24.2,2024-04-29 00:50:00+00:00
170.0,3.0,4.0,1.7,9.0,6.8,97.0,1016.9,24.0,24.1,2024-04-29 00:20:00+00:00
170.0,4.0,5.0,1.9,9.0,6.9,93.0,1017.0,24.0,24.0,2024-04-28 23:50:00+00:00
170.0,5.0,6.0,1.8,9.0,6.5,97.0,1017.5,23.9,23.9,2024-04-28 22:50:00+00:00
160.0,5.0,7.0,1.7,10.0,6.5,121.0,1017.7,23.8,23.8,2024-04-28 22:20:00+00:00
160.0,6.0,7.0,1.8,9.0,6.5,90.0,1017.8,23.7,23.8,2024-04-28 21:50:00+00:00
150.0,6.0,7.0,2.0,9.0,6.4,92.0,1017.8,23.8,23.7,2024-04-28 21:20:00+00:00
150.0,6.0,7.0,1.9,9.0,6.5,94.0,1017.8,23.7,23.7,2024-04-28 20:50:00+00:00
140.0,6.0,7.0,2.0,8.0,6.6,85.0,1017.8,23.7,23.7,2024-04-28 20:20:00+00:00
150.0,6.0,7.0,1.9,9.0,6.4,86.0,1017.9,23.7,23.6,2024-04-28 19:50:00+00:00
150.0,6.0,7.0,1.9,9.0,6.2,73.0,1017.8,23.7,23.6,2024-04-28 19:20:00+00:00
160.0,6.0,7.0,2.0,9.0,6.2,74.0,1017.6,23.6,23.6,2024-04-28 18:50:00+00:00
150.0,6.0,8.0,2.1,8.0,6.3,97.0,1017.6,23.6,23.6,2024-04-28 18:20:00+00:00
150.0,6.0,8.0,2.1,8.0,6.3,99.0,1017.4,23.5,23.6,2024-04-28 17:50:00+00:00
150.0,7.0,8.0,2.1,9.0,6.2,101.0,1017.0,23.4,23.6,2024-04-28 17:20:00+00:00
150.0,7.0,9.0,2.2,8.0,6.1,90.0,1016.7,23.3,23.6,2024-04-28 16:50:00+00:00
150.0,7.0,9.0,2.2,8.0,6.1,115.0,1016.5,23.1,23.6,2024-04-28 16:20:00+00:00
150.0,8.0,10.0,2.1,8.0,6.2,93.0,1016.4,23.0,23.6,2024-04-28 15:50:00+00:00
150.0,7.0,10.0,2.0,8.0,6.2,101.0,1016.3,22.8,23.6,2024-04-28 15:20:00+00:00
140.0,7.0,10.0,2.0,9.0,6.1,99.0,1016.2,22.2,23.6,2024-04-28 14:50:00+00:00
150.0,7.0,9.0,2.0,8.0,6.3,105.0,1016.3,22.1,23.6,2024-04-28 14:20:00+00:00
130.0,7.0,8.0,2.1,8.0,6.3,108.0,1016.3,23.4,23.6,2024-04-28 13:50:00+00:00
120.0,7.0,8.0,2.0,9.0,6.4,103.0,1016.4,23.4,23.6,2024-04-28 13:20:00+00:00
120.0,7.0,9.0,2.1,9.0,6.4,103.0,1016.5,23.4,23.6,2024-04-28 12:50:00+00:00
120.0,7.0,9.0,2.0,9.0,6.4,97.0,1016.7,23.4,23.6,2024-04-28 12:20:00+00:00
120.0,7.0,9.0,1.9,8.0,6.3,117.0,1016.8,23.4,23.6,2024-04-28 11:50:00+00:00
130.0,7.0,10.0,1.9,8.0,6.3,111.0,1017.0,23.5,23.6,2024-04-28 11:20:00+00:00
120.0,7.0,9.0,1.8,10.0,6.3,107.0,1017.5,23.5,23.6,2024-04-28 10:50:00+00:00
120.0,7.0,9.0,1.9,8.0,6.5,106.0,1017.8,23.5,23.6,2024-04-28 10:20:00+00:00
130.0,7.0,9.0,1.8,8.0,6.2,94.0,1018.1,23.5,23.6,2024-04-28 09:50:00+00:00
130.0,6.0,8.0,1.9,9.0,6.4,94.0,1018.1,23.5,23.6,2024-04-28 09:20:00+00:00
120.0,7.0,8.0,2.0,9.0,6.6,95.0,1018.5,23.5,23.6,2024-04-28 08:50:00+00:00
120.0,7.0,8.0,1.9,9.0,6.5,94.0,1018.6,23.5,23.6,2024-04-28 08:20:00+00:00
120.0,6.0,8.0,1.7,9.0,6.1,99.0,1018.8,23.6,23.6,2024-04-28 07:50:00+00:00
120.0,7.0,8.0,1.7,9.0,6.3,101.0,1018.6,23.6,23.6,2024-04-28 07:20:00+00:00
120.0,7.0,8.0,1.8,9.0,6.2,89.0,1018.4,23.6,23.6,2024-04-28 06:50:00+00:00
120.0,6.0,7.0,2.0,9.0,6.4,87.0,1018.4,23.7,23.6,2024-04-28 06:20:00+00:00
120.0,6.0,7.0,2.0,9.0,6.4,95.0,1018.2,23.7,23.7,2024-04-28 05:50:00+00:00
130.0,6.0,7.0,2.3,9.0,6.8,94.0,1018.0,23.7,23.7,2024-04-28 05:20:00+00:00
120.0,6.0,7.0,2.1,8.0,6.5,95.0,1017.8,23.7,23.7,2024-04-28 04:50:00+00:00
120.0,6.0,7.0,2.3,9.0,6.7,82.0,1017.3,23.7,23.7,2024-04-28 04:20:00+00:00
120.0,5.0,7.0,2.2,8.0,6.5,79.0,1017.3,23.8,23.7,2024-04-28 03:50:00+00:00
120.0,5.0,7.0,2.2,9.0,6.5,91.0,1017.2,23.7,23.7,2024-04-28 03:20:00+00:00
120.0,6.0,8.0,2.3,9.0,6.5,91.0,1017.4,23.7,23.7,2024-04-28 02:50:00+00:00
120.0,6.0,7.0,2.1,9.0,6.2,91.0,1017.2,23.7,23.7,2024-04-28 02:20:00+00:00
120.0,7.0,8.0,2.1,9.0,6.3,97.0,1017.5,23.7,23.7,2024-04-28 01:50:00+00:00
120.0,7.0,8.0,2.1,8.0,6.5,90.0,1017.8,23.6,23.7,2024-04-28 01:20:00+00:00
130.0,7.0,8.0,2.1,9.0,6.4,100.0,1018.5,23.6,23.6,2024-04-28 00:20:00+00:00
130.0,7.0,9.0,2.1,8.0,6.5,95.0,1018.9,23.6,23.6,2024-04-27 23:50:00+00:00
120.0,7.0,9.0,2.2,9.0,6.5,93.0,1019.1,23.5,23.6,2024-04-27 23:20:00+00:00
120.0,7.0,9.0,2.0,8.0,6.2,109.0,1019.1,23.6,23.6,2024-04-27 22:50:00+00:00
120.0,7.0,9.0,2.2,9.0,6.6,93.0,1019.2,23.6,23.6,2024-04-27 22:20:00+00:00
120.0,8.0,10.0,2.1,9.0,6.3,98.0,1019.4,23.5,23.5,2024-04-27 21:50:00+00:00
120.0,7.0,9.0,2.1,9.0,6.2,107.0,1019.7,23.5,23.5,2024-04-27 21:20:00+00:00
120.0,8.0,11.0,2.1,9.0,6.5,107.0,1019.7,23.5,23.4,2024-04-27 20:50:00+00:00
120.0,6.0,8.0,2.0,9.0,6.2,89.0,1019.9,23.3,23.4,2024-04-27 20:20:00+00:00
120.0,7.0,10.0,2.1,9.0,6.3,94.0,1020.0,23.4,23.4,2024-04-27 19:50:00+00:00
120.0,8.0,10.0,2.2,12.0,6.0,339.0,1019.7,23.4,23.4,2024-04-27 19:20:00+00:00
120.0,8.0,11.0,2.2,9.0,6.1,95.0,1019.7,23.4,23.3,2024-04-27 18:50:00+00:00
120.0,8.0,10.0,2.3,8.0,6.3,93.0,1019.7,23.4,23.4,2024-04-27 18:20:00+00:00
120.0,9.0,11.0,2.4,9.0,6.3,88.0,1019.1,23.3,23.3,2024-04-27 17:20:00+00:00
110.0,9.0,11.0,2.5,9.0,6.5,94.0,1018.8,23.2,23.3,2024-04-27 16:50:00+00:00
120.0,10.0,12.0,2.4,9.0,6.1,96.0,1018.4,23.1,23.3,2024-04-27 16:20:00+00:00
110.0,9.0,11.0,2.5,9.0,6.4,94.0,1018.2,23.2,23.3,2024-04-27 15:50:00+00:00
110.0,9.0,12.0,2.3,9.0,6.3,96.0,1018.2,23.2,23.3,2024-04-27 15:20:00+00:00
120.0,9.0,11.0,2.4,9.0,6.4,93.0,1018.4,23.3,23.3,2024-04-27 14:50:00+00:00
120.0,9.0,10.0,2.4,9.0,6.6,100.0,1018.3,23.3,23.4,2024-04-27 14:20:00+00:00
110.0,7.0,9.0,2.4,8.0,6.5,90.0,1018.7,23.3,23.4,2024-04-27 13:50:00+00:00
110.0,8.0,10.0,2.5,9.0,6.8,92.0,1018.9,23.2,23.4,2024-04-27 13:20:00+00:00
120.0,7.0,9.0,2.7,9.0,7.0,93.0,1019.4,23.3,23.4,2024-04-27 12:50:00+00:00
100.0,6.0,9.0,2.3,9.0,6.7,93.0,1019.6,22.9,23.4,2024-04-27 12:20:00+00:00
100.0,8.0,10.0,2.3,9.0,6.4,103.0,1020.0,22.2,23.4,2024-04-27 11:50:00+00:00
110.0,8.0,10.0,2.3,8.0,6.6,102.0,1020.2,23.0,23.4,2024-04-27 11:20:00+00:00
110.0,9.0,11.0,2.4,9.0,6.8,100.0,1020.4,23.2,23.4,2024-04-27 10:50:00+00:00
110.0,8.0,10.0,2.4,9.0,6.7,97.0,1020.6,23.6,23.4,2024-04-27 10:20:00+00:00
110.0,8.0,10.0,2.3,8.0,6.8,94.0,1020.8,23.5,23.4,2024-04-27 09:50:00+00:00
120.0,8.0,11.0,2.3,9.0,6.5,91.0,1020.9,23.6,23.4,2024-04-27 09:20:00+00:00
110.0,8.0,10.0,2.4,9.0,6.6,97.0,1021.1,23.6,23.4,2024-04-27 08:50:00+00:00
120.0,8.0,10.0,2.2,9.0,6.2,102.0,1021.0,23.6,23.4,2024-04-27 08:20:00+00:00
110.0,8.0,11.0,2.2,13.0,6.4,305.0,1020.8,23.6,23.4,2024-04-27 07:50:00+00:00
110.0,8.0,10.0,2.3,9.0,6.5,98.0,1020.7,23.6,23.4,2024-04-27 07:20:00+00:00
120.0,8.0,10.0,2.2,9.0,6.3,98.0,1020.4,23.5,23.4,2024-04-27 06:50:00+00:00
110.0,8.0,10.0,2.4,9.0,6.5,100.0,1020.0,23.5,23.4,2024-04-27 06:20:00+00:00
110.0,8.0,11.0,2.4,8.0,6.4,96.0,1019.8,23.3,23.4,2024-04-27 05:50:00+00:00
110.0,8.0,10.0,2.4,9.0,6.4,88.0,1019.4,23.5,23.4,2024-04-27 04:50:00+00:00
110.0,8.0,10.0,2.3,9.0,6.2,95.0,1019.0,23.5,23.4,2024-04-27 04:20:00+00:00
110.0,8.0,10.0,2.5,9.0,6.5,98.0,1019.0,23.4,23.4,2024-04-27 03:50:00+00:00
100.0,7.0,9.0,2.2,9.0,6.2,106.0,1018.9,23.1,23.4,2024-04-27 03:20:00+00:00
100.0,7.0,9.0,2.5,8.0,6.3,99.0,1019.0,22.7,23.4,2024-04-27 02:50:00+00:00
90.0,8.0,10.0,2.3,8.0,6.3,99.0,1019.1,22.3,23.4,2024-04-27 02:20:00+00:00
100.0,8.0,10.0,2.5,8.0,6.4,95.0,1019.2,23.0,23.4,2024-04-27 01:50:00+00:00
100.0,8.0,9.0,2.3,8.0,6.2,94.0,1019.5,23.3,23.5,2024-04-27 01:20:00+00:00
100.0,8.0,10.0,2.5,9.0,6.6,95.0,1019.7,23.2,23.4,2024-04-27 00:50:00+00:00
100.0,8.0,11.0,2.4,8.0,6.5,99.0,1020.0,23.4,23.5,2024-04-27 00:20:00+00:00
100.0,8.0,10.0,2.5,9.0,6.8,92.0,1020.5,23.4,23.4,2024-04-26 23:50:00+00:00
100.0,7.0,9.0,2.3,9.0,6.5,99.0,1021.2,23.4,23.4,2024-04-26 22:50:00+00:00
90.0,7.0,9.0,2.4,9.0,6.8,95.0,1021.5,23.5,23.4,2024-04-26 22:20:00+00:00
90.0,8.0,9.0,2.4,9.0,6.6,86.0,1021.6,23.5,23.4,2024-04-26 21:50:00+00:00
90.0,7.0,9.0,2.5,8.0,6.8,89.0,1021.9,23.5,23.4,2024-04-26 21:20:00+00:00
100.0,8.0,10.0,2.1,9.0,6.4,90.0,1022.1,23.5,23.4,2024-04-26 20:50:00+00:00
90.0,8.0,9.0,2.4,9.0,6.8,95.0,1022.2,23.4,23.4,2024-04-26 20:20:00+00:00
90.0,6.0,8.0,2.4,9.0,6.5,87.0,1022.2,23.4,23.4,2024-04-26 19:50:00+00:00
100.0,8.0,10.0,2.4,9.0,6.5,99.0,1022.2,23.5,23.4,2024-04-26 19:20:00+00:00
100.0,8.0,10.0,2.3,8.0,6.4,83.0,1022.0,23.4,23.4,2024-04-26 18:50:00+00:00
100.0,9.0,11.0,2.4,8.0,6.6,91.0,1021.8,23.3,23.4,2024-04-26 18:20:00+00:00
100.0,9.0,11.0,2.5,8.0,6.5,83.0,1021.4,23.1,23.3,2024-04-26 17:50:00+00:00
100.0,9.0,12.0,2.3,9.0,6.5,94.0,1021.4,23.1,23.3,2024-04-26 17:20:00+00:00
100.0,8.0,10.0,2.3,8.0,6.5,89.0,1021.3,23.1,23.3,2024-04-26 16:50:00+00:00
100.0,8.0,11.0,2.3,8.0,6.4,88.0,1021.1,23.1,23.3,2024-04-26 16:20:00+00:00
100.0,8.0,10.0,2.4,8.0,6.4,90.0,1020.9,23.1,23.3,2024-04-26 15:50:00+00:00
100.0,9.0,11.0,2.4,9.0,6.4,93.0,1020.4,23.1,23.3,2024-04-26 15:20:00+00:00
100.0,9.0,11.0,2.5,8.0,6.4,86.0,1020.4,23.1,23.3,2024-04-26 14:50:00+00:00
100.0,9.0,11.0,2.6,8.0,6.4,101.0,1020.7,23.1,23.3,2024-04-26 14:20:00+00:00
110.0,9.0,11.0,2.4,9.0,6.3,92.0,1020.8,23.1,23.3,2024-04-26 13:50:00+00:00
110.0,9.0,11.0,2.4,8.0,6.2,88.0,1020.8,23.1,23.3,2024-04-26 13:20:00+00:00
110.0,8.0,10.0,2.5,8.0,6.3,99.0,1021.3,23.1,23.3,2024-04-26 12:50:00+00:00
110.0,8.0,10.0,2.4,9.0,6.2,104.0,1021.6,23.2,23.3,2024-04-26 12:20:00+00:00
110.0,9.0,11.0,2.6,8.0,6.4,99.0,1021.8,23.2,23.3,2024-04-26 11:50:00+00:00
100.0,9.0,11.0,2.4,8.0,6.2,99.0,1022.1,23.3,23.3,2024-04-26 11:20:00+00:00
100.0,9.0,11.0,2.4,8.0,6.3,100.0,1022.2,23.3,23.3,2024-04-26 10:50:00+00:00
100.0,9.0,12.0,2.4,9.0,6.4,100.0,1022.3,23.4,23.3,2024-04-26 10:20:00+00:00
110.0,9.0,11.0,2.4,8.0,6.4,92.0,1022.8,23.5,23.3,2024-04-26 09:50:00+00:00
100.0,9.0,11.0,2.5,9.0,6.4,87.0,1022.8,23.5,23.3,2024-04-26 09:20:00+00:00
100.0,8.0,10.0,2.5,8.0,6.4,98.0,1022.7,23.4,23.3,2024-04-26 08:50:00+00:00
90.0,8.0,11.0,2.4,9.0,6.5,100.0,1022.7,23.1,23.3,2024-04-26 08:20:00+00:00
100.0,9.0,12.0,2.3,8.0,6.3,99.0,1022.4,23.4,23.3,2024-04-26 07:50:00+00:00
90.0,9.0,11.0,2.4,9.0,6.3,94.0,1022.3,23.1,23.3,2024-04-26 07:20:00+00:00
90.0,10.0,12.0,2.6,8.0,6.6,91.0,1022.3,23.3,23.3,2024-04-26 06:50:00+00:00
100.0,8.0,10.0,2.5,8.0,6.4,96.0,1022.0,23.5,23.4,2024-04-26 06:20:00+00:00
100.0,8.0,10.0,2.5,8.0,6.5,92.0,1021.9,23.6,23.4,2024-04-26 05:50:00+00:00
100.0,8.0,10.0,2.4,8.0,6.2,96.0,1021.4,23.5,23.4,2024-04-26 05:20:00+00:00
100.0,8.0,11.0,2.5,8.0,6.5,92.0,1021.0,23.5,23.4,2024-04-26 04:50:00+00:00
100.0,9.0,11.0,2.3,8.0,6.2,97.0,1020.9,23.5,23.4,2024-04-26 04:20:00+00:00
100.0,8.0,11.0,2.3,8.0,6.2,96.0,1020.8,23.5,23.4,2024-04-26 03:50:00+00:00
100.0,8.0,10.0,2.4,8.0,6.2,96.0,1020.8,23.4,23.4,2024-04-26 03:20:00+00:00
100.0,8.0,10.0,2.5,8.0,6.3,101.0,1020.7,23.5,23.4,2024-04-26 02:50:00+00:00
90.0,9.0,11.0,2.4,8.0,6.1,100.0,1020.4,23.5,23.4,2024-04-26 02:20:00+00:00
90.0,8.0,10.0,2.5,8.0,6.2,98.0,1020.5,23.4,23.4,2024-04-26 01:50:00+00:00
90.0,6.0,9.0,2.4,8.0,6.2,91.0,1020.8,23.1,23.4,2024-04-26 01:20:00+00:00
80.0,8.0,9.0,2.5,8.0,6.4,87.0,1021.2,23.1,23.4,2024-04-26 00:50:00+00:00
90.0,7.0,10.0,2.4,8.0,6.3,95.0,1021.6,23.4,23.4,2024-04-26 00:20:00+00:00
90.0,8.0,10.0,2.3,8.0,6.3,93.0,1022.2,23.3,23.4,2024-04-25 23:50:00+00:00
90.0,8.0,10.0,2.6,8.0,6.5,95.0,1022.4,23.3,23.3,2024-04-25 23:20:00+00:00
100.0,8.0,10.0,2.2,8.0,6.1,89.0,1022.5,23.2,23.3,2024-04-25 22:50:00+00:00
100.0,9.0,11.0,2.3,8.0,6.1,93.0,1022.7,23.1,23.3,2024-04-25 22:20:00+00:00
90.0,9.0,11.0,2.5,8.0,6.0,92.0,1023.0,22.7,23.3,2024-04-25 21:50:00+00:00
100.0,10.0,14.0,2.3,8.0,6.0,85.0,1023.2,22.9,23.4,2024-04-25 21:20:00+00:00
90.0,9.0,11.0,2.2,8.0,6.1,94.0,1022.9,23.2,23.4,2024-04-25 20:50:00+00:00
90.0,9.0,13.0,2.4,8.0,6.3,89.0,1023.0,23.2,23.4,2024-04-25 20:20:00+00:00
90.0,9.0,11.0,2.1,8.0,6.0,85.0,1022.8,23.2,23.3,2024-04-25 19:50:00+00:00
80.0,8.0,11.0,2.1,8.0,5.9,104.0,1022.8,23.1,23.3,2024-04-25 19:20:00+00:00
90.0,8.0,11.0,2.3,8.0,6.0,95.0,1022.8,22.2,23.3,2024-04-25 18:50:00+00:00
90.0,9.0,11.0,2.2,8.0,6.1,97.0,1022.8,23.0,23.3,2024-04-25 18:20:00+00:00
90.0,9.0,12.0,2.1,8.0,6.1,102.0,1022.6,23.0,23.3,2024-04-25 17:50:00+00:00
90.0,9.0,12.0,2.2,8.0,6.1,87.0,1022.2,22.8,23.3,2024-04-25 17:20:00+00:00
90.0,9.0,12.0,2.3,8.0,6.2,94.0,1021.9,22.7,23.3,2024-04-25 16:20:00+00:00
90.0,8.0,11.0,2.2,8.0,6.0,91.0,1021.8,22.7,23.3,2024-04-25 15:50:00+00:00
90.0,9.0,11.0,2.2,8.0,6.0,84.0,1021.5,22.6,23.3,2024-04-25 15:20:00+00:00
90.0,9.0,11.0,2.3,8.0,6.2,88.0,1021.5,22.7,23.3,2024-04-25 14:50:00+00:00
90.0,9.0,11.0,2.2,8.0,5.8,82.0,1021.6,22.7,23.3,2024-04-25 14:20:00+00:00
90.0,9.0,11.0,2.3,8.0,6.0,91.0,1021.7,22.7,23.3,2024-04-25 13:50:00+00:00
90.0,9.0,11.0,2.4,8.0,6.3,91.0,1021.8,22.8,23.3,2024-04-25 13:20:00+00:00
100.0,9.0,10.0,2.3,9.0,6.3,88.0,1022.0,22.8,23.3,2024-04-25 12:50:00+00:00
90.0,8.0,11.0,2.2,7.0,6.1,97.0,1022.2,22.8,23.3,2024-04-25 12:20:00+00:00
90.0,8.0,10.0,2.2,8.0,6.1,91.0,1022.7,22.8,23.3,2024-04-25 11:50:00+00:00
90.0,8.0,10.0,2.2,8.0,6.1,91.0,1023.0,22.9,23.3,2024-04-25 11:20:00+00:00
90.0,9.0,11.0,2.4,8.0,6.2,79.0,1023.1,22.8,23.4,2024-04-25 10:50:00+00:00
90.0,9.0,11.0,2.2,8.0,6.3,91.0,1023.3,22.9,23.4,2024-04-25 10:20:00+00:00
90.0,9.0,11.0,2.2,8.0,6.2,91.0,1023.5,22.9,23.4,2024-04-25 09:50:00+00:00
80.0,9.0,12.0,2.1,9.0,6.3,87.0,1023.7,22.9,23.4,2024-04-25 09:20:00+00:00
80.0,9.0,11.0,2.3,8.0,6.4,96.0,1023.8,22.9,23.4,2024-04-25 08:50:00+00:00
80.0,9.0,12.0,2.1,8.0,6.2,89.0,1023.8,22.9,23.4,2024-04-25 08:20:00+00:00
80.0,9.0,12.0,2.4,9.0,6.6,85.0,1023.8,22.9,23.4,2024-04-25 07:50:00+00:00
70.0,9.0,11.0,2.1,9.0,6.4,76.0,1023.6,22.9,23.4,2024-04-25 07:20:00+00:00
70.0,9.0,11.0,2.1,8.0,6.3,92.0,1023.3,22.9,23.4,2024-04-25 06:50:00+00:00
70.0,8.0,11.0,2.1,8.0,6.3,91.0,1023.1,23.0,23.4,2024-04-25 06:20:00+00:00
80.0,8.0,10.0,2.1,8.0,6.4,96.0,1022.9,23.0,23.4,2024-04-25 05:50:00+00:00
